iata,icao,name,city,country,tz,lat,lon
YYB,CYYB,North Bay Jack Garland Airport,North Bay,CA,America/Toronto,46.363602,-79.422798
YYC,CYYC,Calgary International Airport,Calgary,CA,America/Edmonton,51.118822,-114.009933
YYD,CYYD,Smithers Airport,Smithers,CA,America/Vancouver,54.82469940185547,-127.18299865722656
YYE,CYYE,Fort Nelson Airport,Fort Nelson,CA,America/Fort_Nelson,58.8363990784,-122.597000122
YYF,CYYF,Penticton Airport,Penticton,CA,America/Vancouver,49.46310043334961,-119.60199737548828
YYG,CYYG,Charlottetown Airport,Charlottetown,CA,America/Halifax,46.288911,-63.125174
YYJ,CYYJ,Victoria International Airport,Victoria,CA,America/Vancouver,48.647201,-123.427792
YYL,CYYL,Lynn Lake Airport,Lynn Lake,CA,America/Winnipeg,56.86389923095703,-101.07599639892578
YYN,CYYN,Swift Current Airport,Swift Current,CA,America/Regina,50.291900634799994,-107.691001892
YYQ,CYYQ,Churchill Airport,Churchill,CA,America/Winnipeg,58.739200592041016,-94.06500244140625
YYR,CYYR,Goose Bay Airport,Goose Bay,CA,America/Goose_Bay,53.3191986084,-60.4258003235
YYT,CYYT,St. John's International Airport,St. John's,CA,America/St_Johns,47.618599,-52.7519
YYU,CYYU,Kapuskasing Airport,Kapuskasing,CA,America/Toronto,49.411587,-82.469645
YYW,CYYW,Armstrong Airport,Armstrong,CA,America/Toronto,50.29029846191406,-88.90969848632812
YYY,CYYY,Mont Joli Airport,Mont-Joli,CA,America/Toronto,48.60860061645508,-68.20809936523438
YYZ,CYYZ,Toronto Pearson International Airport,Toronto,CA,America/Toronto,43.675935,-79.629421
YZE,CYZE,Gore Bay Manitoulin Airport,Gore Bay,CA,America/Toronto,45.8853,-82.567802
YZF,CYZF,Yellowknife International Airport,Yellowknife,CA,America/Edmonton,62.462799,-114.440002
YZH,CYZH,Slave Lake Airport,Slave Lake,CA,America/Edmonton,55.292945,-114.777276
YZP,CYZP,Sandspit Airport,Sandspit,CA,America/Vancouver,53.25429916379999,-131.813995361
YZR,CYZR,Chris Hadfield Airport,Sarnia,CA,America/Toronto,42.999401,-82.308899
YZS,CYZS,Coral Harbour Airport,Coral Harbour,CA,America/Panama,64.1932983398,-83.3593978882
YZT,CYZT,Port Hardy Airport,Port Hardy,CA,America/Vancouver,50.680599212646484,-127.36699676513672
YZU,CYZU,Whitecourt Airport,Whitecourt,CA,America/Edmonton,54.143902,-115.787003
YZV,CYZV,Sept-Îles Airport,Sept-Îles,CA,America/Toronto,50.22330093383789,-66.2656021118164
YZW,CYZW,Teslin Airport,Teslin,CA,America/Vancouver,60.17279815673828,-132.7429962158203
YZX,CYZX,CFB Greenwood,Greenwood,CA,America/Halifax,44.98440170288086,-64.91690063476562
YSN,CZAM,Shuswap Regional Airport,Salmon Arm,CA,America/Vancouver,50.682802,-119.228996
YDT,CZBB,Boundary Bay Airport,Delta,CA,America/Vancouver,49.074338,-123.006877
ZBF,CZBF,Bathurst Airport,South Tetagouche,CA,America/Halifax,47.6297,-65.738899
ZBM,CZBM,Bromont (Roland Désourdy) Airport,Bromont,CA,America/Toronto,45.290798,-72.741402
KES,CZEE,Kelsey Airport,Kelsey,CA,America/Winnipeg,56.0374984741,-96.50969696039999
ZFA,CZFA,Faro Airport,Faro,CA,America/Vancouver,62.20750045776367,-133.37600708007812
ZGF,CZGF,Grand Forks Airport,Grand Forks,CA,America/Vancouver,49.015598,-118.431
ZJG,CZJG,Jenpeg Airport,Jenpeg,CA,America/Winnipeg,54.51890182495117,-98.04609680175781
ZJN,CZJN,Swan River Airport,Swan River,CA,America/Winnipeg,52.120602,-101.236
YTD,CZLQ,Thicket Portage Airport,Thicket Portage,CA,America/Winnipeg,55.31890106201172,-97.70780181884766
PIW,CZMN,Pikwitonei Airport,Pikwitonei,CA,America/Winnipeg,55.58890151977539,-97.16419982910156
ZMT,CZMT,Masset Airport,Masset,CA,America/Vancouver,54.0275,-132.125
WPC,CZPC,Pincher Creek Airport,Pincher Creek,CA,America/Edmonton,49.520429,-113.997002
ZSJ,CZSJ,Sandy Lake Airport,Sandy Lake,CA,America/Winnipeg,53.06420135498047,-93.34439849853516
ZST,CZST,Stewart Airport,Stewart,CA,America/Vancouver,55.935410448,-129.982434511
ZUC,CZUC,Ignace Municipal Airport,Ignace,CA,America/Winnipeg,49.428204,-91.720418
BUJ,DAAD,Bou Saada Airport,Ouled Sidi Brahim,DZ,Africa/Algiers,35.3325,4.20639
BJA,DAAE,Soummam–Abane Ramdane Airport,Béjaïa,DZ,Africa/Algiers,36.712547,5.069909
ALG,DAAG,Houari Boumediene Airport,Algiers,DZ,Africa/Algiers,36.693886,3.214531
DJG,DAAJ,Tiska Djanet Airport,Djanet,DZ,Africa/Algiers,24.285448,9.463652
VVZ,DAAP,Illizi Takhamalt Airport,Illizi,DZ,Africa/Algiers,26.723499,8.62265
QSF,DAAS,Ain Arnat Airport,Sétif,DZ,Africa/Algiers,36.178488,5.329909
TMR,DAAT,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,DZ,Africa/Algiers,22.810992,5.450832
GJL,DAAV,Jijel Ferhat Abbas Airport,Tahir,DZ,Africa/Algiers,36.794125,5.873652
MZW,DAAY,Mecheria Airport,Mecheria,DZ,Africa/Algiers,33.535900116,-0.242353007197
AAE,DABB,Annaba Rabah Bitat Airport,Annaba,DZ,Africa/Algiers,36.826781,7.81334
CZL,DABC,Mohamed Boudiaf International Airport,Constantine,DZ,Africa/Algiers,36.276001,6.62039
TEE,DABS,Cheikh Larbi Tébessi Airport,Tébessi,DZ,Africa/Algiers,35.4315986633,8.12071990967
BLJ,DABT,Batna Mostefa Ben Boulaid Airport,Batna,DZ,Africa/Algiers,35.752102,6.30859
HRM,DAFH,Hassi R'Mel Airport,Hassi R'Mel,DZ,Africa/Algiers,32.930401,3.31154
TID,DAOB,Abdelhafid Boussouf Bou Chekif Airport,Tiaret,DZ,Africa/Algiers,35.341099,1.46315
TIN,DAOF,Tindouf Airport,Tindouf,DZ,Africa/Algiers,27.7003993988,-8.167099952700001
CFK,DAOI,Chlef Aboubakr Belkaid International Airport,Chlef,DZ,Africa/Algiers,36.216614,1.341114
TAF,DAOL,Oran Tafraoui Airport,Tafraoui,DZ,Africa/Algiers,35.5424,-0.532278
TLM,DAON,Zenata – Messali El Hadj Airport,Zenata,DZ,Africa/Algiers,35.012732,-1.457117
ORN,DAOO,Oran Es-Sénia (Ahmed Ben Bella) International Airport,Es-Sénia,DZ,Africa/Algiers,35.620648,-0.622486
CBH,DAOR,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ,Africa/Algiers,31.645700454711914,-2.269860029220581
MUW,DAOV,Ghriss Airport,Ghriss,DZ,Africa/Algiers,35.207699,0.147142
BMW,DATM,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ,Africa/Algiers,21.3778,0.92698
AZR,DAUA,Touat-Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ,Africa/Algiers,27.837601,-0.186414
BSK,DAUB,Biskra - Mohamed Khider Airport,Biskra,DZ,Africa/Algiers,34.79318,5.738899
ELG,DAUE,El Golea Airport,El Menia,DZ,Africa/Algiers,30.580732,2.861595
GHA,DAUG,Noumérat - Moufdi Zakaria Airport,El Atteuf,DZ,Africa/Algiers,32.384102,3.79411
HME,DAUH,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,DZ,Africa/Algiers,31.673,6.14044
INZ,DAUI,In Salah Airport,In Salah,DZ,Africa/Algiers,27.250999,2.51202
TGR,DAUK,Touggourt Sidi Madhi Airport,Touggourt,DZ,Africa/Algiers,33.067799,6.08867
LOO,DAUL,Laghouat - Molay Ahmed Medeghri Airport,Laghouat,DZ,Africa/Algiers,33.7644,2.92834
ELU,DAUO,Guemar Airport - مطار قمار بالوادي,Guemar,DZ,Africa/Algiers,33.511398,6.77679
TMX,DAUT,Timimoun Airport,Timimoun,DZ,Africa/Algiers,29.237101,0.276033
OGX,DAUU,Ain Beida Airport,Ouargla,DZ,Africa/Algiers,31.9172,5.41278
IAM,DAUZ,Zarzaitine - In Aménas Airport,In Aménas,DZ,Africa/Algiers,28.0515,9.64291
COO,DBBB,Cotonou Cadjehoun International Airport,Cotonou,BJ,Africa/Porto-Novo,6.35723,2.38435
OUA,DFFD,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,Africa/Ouagadougou,12.3532,-1.51242
BOY,DFOO,Bobo Dioulasso Airport,Bobo Dioulasso,BF,Africa/Ouagadougou,11.1601,-4.33097
ACC,DGAA,Kotoka International Airport,Accra,GH,Africa/Accra,5.605189800262451,-0.16678600013256073
TML,DGLE,Yakubu Tali International Airport,Tamale,GH,Africa/Accra,9.553909,-0.86606
KMS,DGSI,Prempeh I International Airport,Kumasi,GH,Africa/Accra,6.71456,-1.59082
NYI,DGSN,Sunyani Airport,Sunyani,GH,Africa/Accra,7.36183,-2.32876
TKD,DGTK,Takoradi Airport,Sekondi-Takoradi,GH,Africa/Accra,4.896059989929199,-1.7747600078582764
ABJ,DIAP,Félix-Houphouët-Boigny International Airport,Abidjan,CI,Africa/Abidjan,5.26139,-3.92629
BYK,DIBK,Bouaké Airport,Bouaké,CI,Africa/Abidjan,7.7388,-5.07367
DJO,DIDL,Daloa Airport,,CI,Africa/Abidjan,6.79281,-6.47319
HGO,DIKO,Korhogo Airport,Korhogo,CI,Africa/Abidjan,9.38718,-5.55666
MJC,DIMN,Man Airport,,CI,Africa/Abidjan,7.27207,-7.58736
SPY,DISP,San Pedro Airport,,CI,Africa/Abidjan,4.74672,-6.66082
ASK,DIYO,Yamoussoukro International Airport,Yamoussoukro,CI,Africa/Abidjan,6.90317,-5.36558
DKA,DN57,Umaru Musa Yar'adua Airport,Katsina,NG,,13.0078,7.66045
ABV,DNAA,Nnamdi Azikiwe International Airport,Abuja,NG,Africa/Lagos,9.00679,7.26317
QUO,DNAI,Akwa Ibom International Airport,Uyo,NG,,4.8725,8.093
AKR,DNAK,Akure Airport,Akure,NG,,7.246739864349365,5.3010101318359375
ABB,DNAS,Asaba International Airport,Asaba,NG,Africa/Lagos,6.204167,6.665278
BCU,DNBC,Sir Abubakar Tafawa Balewa Bauchi State International Airport,Bauchi,NG,,10.482833,9.744
BNI,DNBE,Benin Airport,Benin,NG,Africa/Lagos,6.316979885101318,5.5995001792907715
CBQ,DNCA,Margaret Ekpo International Airport,Calabar,NG,Africa/Lagos,4.976019859313965,8.347200393676758
ENU,DNEN,Akanu Ibiam International Airport,Enegu,NG,Africa/Lagos,6.473718,7.560463
GMO,DNGO,Gombe Lawanti International Airport,Gombe,NG,Africa/Lagos,10.298889,10.9
IBA,DNIB,Ibadan Airport,Ibadan,NG,Africa/Lagos,7.362460136413574,3.97832989692688
ILR,DNIL,General Tunde Idiagbon International Airport,Ilorin/Ogbomosho,NG,Africa/Lagos,8.44021,4.49392
QOW,DNIM,Sam Mbakwe International Cargo Airport,Owerri,NG,Africa/Lagos,5.42706,7.20603
JOS,DNJO,Yakubu Gowon Airport,Jos,NG,Africa/Lagos,9.639829635620117,8.869050025939941
KAD,DNKA,Kaduna International Airport,Kaduna,NG,Africa/Lagos,10.696,7.32011
KAN,DNKN,Mallam Aminu Kano International Airport,Kano,NG,Africa/Lagos,12.045613,8.523566
MIU,DNMA,Maiduguri International Airport,Maiduguri,NG,Africa/Lagos,11.854163,13.080702
MDI,DNMK,Makurdi Airport,Makurdi,NG,Africa/Lagos,7.70388,8.61394
LOS,DNMM,Murtala Muhammed International Airport,Lagos,NG,Africa/Lagos,6.57737,3.32116
MXJ,DNMN,Minna Airport,Minna,NG,Africa/Lagos,9.652170181274414,6.462259769439697
PHC,DNPO,Port Harcourt International Airport,Port Harcourt,NG,Africa/Lagos,5.01549,6.94959
SKO,DNSO,Sadiq Abubakar III International Airport,Sokoto,NG,Africa/Lagos,12.915729,5.207547
QRW,DNSU,Warri Airport,Okpe,NG,,5.59821,5.8187
YOL,DNYO,Yola Airport,Yola,NG,Africa/Lagos,9.257550239562988,12.430399894714355
ZAR,DNZA,Zaria Airport,Zaria,NG,Africa/Lagos,11.1302,7.68581
MFQ,DRRM,Maradi Airport,Maradi,NE,Africa/Niamey,13.5025,7.12675
NIM,DRRN,Diori Hamani International Airport,Niamey,NE,Africa/Niamey,13.4815,2.18361
THZ,DRRT,Tahoua Airport,Tahoua,NE,Africa/Niamey,14.8757,5.26536
AJY,DRZA,Mano Dayak International Airport,Agadez,NE,Africa/Niamey,16.966,8.00011
ZND,DRZR,Zinder Airport,Zinder,NE,Africa/Niamey,13.779000282287598,8.983759880065918
TBJ,DTKA,Tabarka-Aïn Draham International Airport,Tabarka,TN,Africa/Tunis,36.98,8.87694
MIR,DTMB,Monastir Habib Bourguiba International Airport,Monastir,TN,Africa/Tunis,35.75809860229492,10.75469970703125
NBE,DTNH,Enfidha - Hammamet International Airport,Enfidha,TN,Africa/Tunis,36.075833,10.438611
TUN,DTTA,Tunis Carthage International Airport,Tunis,TN,Africa/Tunis,36.851002,10.2272
GAF,DTTF,Gafsa Ksar International Airport,Gafsa,TN,Africa/Tunis,34.422000885009766,8.822500228881836
GAE,DTTG,Gabès Matmata International Airport,Gabès,TN,Africa/Tunis,33.733691,9.91941
DJE,DTTJ,Djerba Zarzis International Airport,Mellita,TN,Africa/Tunis,33.873719,10.7773
EBM,DTTR,El Borma Airport,El Borma,TN,Africa/Tunis,31.7043,9.25462
SFA,DTTX,Sfax Thyna International Airport,Sfax,TN,Africa/Tunis,34.717999,10.691
TOE,DTTZ,Tozeur Nefta International Airport,Tozeur,TN,Africa/Tunis,33.939701080322266,8.110560417175293
LRL,DXNG,Niamtougou International Airport,Niamtougou,TG,Africa/Lome,9.766675,1.090944
LFW,DXXX,Lomé–Tokoin International Airport,Lomé,TG,Africa/Lome,6.16561,1.25451
ANR,EBAW,Antwerp International Airport (Deurne),Antwerp,BE,Europe/Brussels,51.190667,4.463153
BRU,EBBR,Brussels Airport,Zaventem,BE,Europe/Brussels,50.901402,4.48444
CRL,EBCI,Brussels South Charleroi Airport,Charleroi,BE,Europe/Brussels,50.461963,4.459562
KJK,EBKT,Flanders International Airport Kortrijk-Wevelgem,Wevelgem,BE,Europe/Brussels,50.818878,3.209551
LGG,EBLG,Liège Airport,Grâce-Hollogne,BE,Europe/Brussels,50.638574,5.443897
OST,EBOS,Ostend-Bruges International Airport,Oostende,BE,Europe/Brussels,51.1998,2.874673
AOC,EDAC,Leipzig–Altenburg Airport,Nobitz,DE,Europe/Berlin,50.981945,12.506389
HDF,EDAH,Heringsdorf Airport,Zirchow,DE,Europe/Berlin,53.8787,14.1523
FNB,EDBN,Neubrandenburg Trollenhagen Airport,Trollenhagen,DE,Europe/Berlin,53.6022,13.306
BER,EDDB,Berlin Brandenburg Airport,Berlin,DE,Europe/Berlin,52.361738,13.502341
DRS,EDDC,Dresden Airport,Dresden,DE,Europe/Berlin,51.134123,13.767831
ERF,EDDE,Erfurt-Weimar Airport,Erfurt,DE,Europe/Berlin,50.978281,10.960713
FRA,EDDF,Frankfurt Main Airport,Frankfurt am Main,DE,Europe/Berlin,50.026706,8.55835
FMO,EDDG,Münster Osnabrück Airport,Greven,DE,Europe/Berlin,52.133816,7.688482
HAM,EDDH,Hamburg Helmut Schmidt Airport,Hamburg,DE,Europe/Berlin,53.630402,9.98823
CGN,EDDK,Cologne Bonn Airport,Köln (Cologne),DE,Europe/Berlin,50.865898,7.14274
DUS,EDDL,Düsseldorf Airport,Düsseldorf,DE,Europe/Berlin,51.289501,6.76678
MUC,EDDM,Munich Airport,Munich,DE,Europe/Berlin,48.353802,11.7861
NUE,EDDN,Nuremberg Airport,Nuremberg,DE,Europe/Berlin,49.498699,11.078056
LEJ,EDDP,Leipzig/Halle Airport,Schkeuditz,DE,Europe/Berlin,51.420657,12.232705
SCN,EDDR,Saarbrücken Airport,Saarbrücken,DE,Europe/Berlin,49.214545,7.109735
STR,EDDS,Stuttgart Airport,Stuttgart,DE,Europe/Berlin,48.689899,9.22196
HAJ,EDDV,Hannover Airport,Hannover,DE,Europe/Berlin,52.461102,9.68508
BRE,EDDW,Bremen Airport,Bremen,DE,Europe/Berlin,53.046786,8.78932
HHN,EDFH,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE,Europe/Berlin,49.946353,7.261734
MHG,EDFM,Mannheim-City Airport,Mannheim,DE,Europe/Berlin,49.473057,8.514167
EIB,EDGE,Eisenach-Kindel Airport,Hörselberg-Hainich,DE,Europe/Berlin,50.991604,10.47973
SGE,EDGS,Siegerland Airport,Burbach,DE,Europe/Berlin,50.707699,8.08297
XFW,EDHI,Hamburg-Finkenwerder Airport,Hamburg,DE,Europe/Berlin,53.5352783203125,9.835556030273438
KEL,EDHK,Kiel-Holtenau Airport,Kiel,DE,Europe/Berlin,54.37957,10.145266
LBC,EDHL,Lübeck Blankensee Airport,Lübeck,DE,Europe/Berlin,53.805401,10.7192
FMM,EDJA,Memmingen Allgau Airport,Memmingen,DE,Europe/Berlin,47.988092,10.238248
BFE,EDLI,Bielefeld Airport,Bielefeld,DE,Europe/Berlin,51.964722,8.544444
MGL,EDLN,Mönchengladbach Airport,Mönchengladbach,DE,Europe/Berlin,51.230278,6.504444
PAD,EDLP,Paderborn Lippstadt Airport,Büren,DE,Europe/Berlin,51.612527,8.617459
NRN,EDLV,Weeze (Niederrhein) Airport,Weeze,DE,Europe/Berlin,51.601362,6.141228
DTM,EDLW,Dortmund Airport,Dortmund,DE,Europe/Berlin,51.518299,7.61224
AGB,EDMA,Augsburg Airport,Augsburg,DE,Europe/Berlin,48.425278,10.931667
OBF,EDMO,Oberpfaffenhofen Airport,Weßling,DE,Europe/Berlin,48.081402,11.2831
FDH,EDNY,Bodensee Airport Friedrichshafen,Friedrichshafen,DE,Europe/Berlin,47.671299,9.51149
BYU,EDQD,Bayreuth Airport,Bindlach,DE,Europe/Berlin,49.985001,11.64
HOQ,EDQM,Hof-Plauen Airport,Hof,DE,Europe/Berlin,50.288544,11.852876
FKB,EDSB,Karlsruhe Baden-Baden Airport,Rheinmünster,DE,Europe/Berlin,48.7794,8.0805
LHA,EDTL,Lahr Airport,Lahr/Schwarzwald,DE,Europe/Berlin,48.369301,7.82772
BWE,EDVE,Braunschweig-Wolfsburg Airport,Braunschweig,DE,Europe/Berlin,52.319199,10.5561
KSF,EDVK,Kassel Airport,Calden,DE,Europe/Berlin,51.418395,9.391638
GWT,EDXW,Westerland Sylt Airport,Sylt,DE,Europe/Berlin,54.9132,8.34047
KDL,EEKA,Kärdla Airport,Kärdla,EE,Europe/Tallinn,58.99079895019531,22.830699920654297
URE,EEKE,Kuressaare Airport,Kuressaare,EE,Europe/Tallinn,58.22990036010742,22.50950050354004
EPU,EEPU,Pärnu Airport,Pärnu,EE,Europe/Tallinn,58.41899871826172,24.47279930114746
EES,EES,Berenice International Airport / Banas Cape Air Base,Berenice Troglodytica,EG,,23.980437,35.460277
TLL,EETN,Lennart Meri Tallinn Airport,Tallinn,EE,Europe/Tallinn,59.413246,24.83264
TAY,EETU,Tartu Airport,Tartu,EE,Europe/Tallinn,58.307438,26.686473
ENF,EFET,Enontekio Airport,Enontekio,FI,Europe/Helsinki,68.362602233887,23.424299240112
KEV,EFHA,Halli Airport,Jämsä,FI,Europe/Helsinki,61.856039,24.786686
HEL,EFHK,Helsinki Vantaa Airport,Helsinki (Vantaa),FI,Europe/Helsinki,60.318363,24.963341
KTQ,EFIT,Kitee Airport,Kitee,FI,Europe/Helsinki,62.1661,30.073601
IVL,EFIV,Ivalo Airport,Ivalo,FI,Europe/Helsinki,68.6073,27.4053
JOE,EFJO,Joensuu Airport,Joensuu,FI,Europe/Helsinki,62.658815,29.619398
JYV,EFJY,Jyväskylä Airport,Jyväskylän Maalaiskunta,FI,Europe/Helsinki,62.399502,25.678301
KAU,EFKA,Kauhava Airfield,Kauhava,FI,Europe/Helsinki,63.127102,23.051399
KEM,EFKE,Kemi-Tornio Airport,Kemi / Tornio,FI,Europe/Helsinki,65.778701782227,24.582099914551
KAJ,EFKI,Kajaani Airport,Kajaani,FI,Europe/Helsinki,64.2855,27.6924
KHJ,EFKJ,Kauhajoki Airfield,Kauhajoki,FI,Europe/Helsinki,62.463212,22.390817
KOK,EFKK,Kokkola-Pietarsaari Airport,Kokkola / Kruunupyy,FI,Europe/Helsinki,63.721199,23.143101
KAO,EFKS,Kuusamo Airport,Kuusamo,FI,Europe/Helsinki,65.987602,29.239401
KTT,EFKT,Kittilä International Airport,Kittilä,FI,Europe/Helsinki,67.700996,24.8468
KUO,EFKU,Kuopio Airport,Kuopio / Siilinjärvi,FI,Europe/Helsinki,63.007099,27.7978
LPP,EFLP,Lappeenranta Airport,Lappeenranta,FI,Europe/Helsinki,61.044601,28.144743
MHQ,EFMA,Mariehamn Airport,Mariehamn,FI,Europe/Mariehamn,60.1222,19.898199
MIK,EFMI,Mikkeli Airport,Mikkeli,FI,Europe/Helsinki,61.6866,27.201799
OUL,EFOU,Oulu Airport,Oulu / Oulunsalo,FI,Europe/Helsinki,64.930099,25.354601
POR,EFPO,Pori Airport,Pori,FI,Europe/Helsinki,61.4617,21.799999
RVN,EFRO,Rovaniemi Airport,Rovaniemi,FI,Europe/Helsinki,66.563327,25.829751
SVL,EFSA,Savonlinna Airport,Savonlinna,FI,Europe/Helsinki,61.9431,28.945101
SJY,EFSI,Seinäjoki Airport,Seinäjoki / Ilmajoki,FI,Europe/Helsinki,62.692101,22.8323
SOT,EFSO,Sodankyla Airport,Sodankyla,FI,Europe/Helsinki,67.3949966431,26.6191005707
TMP,EFTP,Tampere-Pirkkala Airport,Tampere / Pirkkala,FI,Europe/Helsinki,61.414101,23.604401
TKU,EFTU,Turku Airport,Turku,FI,Europe/Helsinki,60.514099,22.2628
UTI,EFUT,Utti Air Base,Utti / Valkeala,FI,Europe/Helsinki,60.8964,26.9384
VAA,EFVA,Vaasa Airport,Vaasa,FI,Europe/Helsinki,63.05023,21.762543
VRK,EFVR,Varkaus Airport,Varkaus / Joroinen,FI,Europe/Helsinki,62.171101,27.868601
YLI,EFYL,Ylivieska Airfield,Ylivieska,FI,Europe/Helsinki,64.054722,24.725278
BFS,EGAA,Belfast International Airport,Belfast,GB,Europe/London,54.6575012207,-6.2158298492399995
ENK,EGAB,Enniskillen/St Angelo Airport,"Enniskillen, Fermanagh and Omagh",GB,Europe/London,54.398274,-7.651179
BHD,EGAC,George Best Belfast City Airport,Belfast,GB,Europe/London,54.618099,-5.8725
LDY,EGAE,City of Derry Airport,"Derry, Derry and Strabane",GB,Europe/London,55.042801,-7.16111
BHX,EGBB,Birmingham Airport,"Birmingham, West Midlands",GB,Europe/London,52.453899,-1.74803
CVT,EGBE,Coventry Airport,"Coventry, West Midlands",GB,Europe/London,52.369701,-1.47972
GLO,EGBJ,Gloucestershire Airport,"Staverton, Gloucestershire",GB,Europe/London,51.894199,-2.16722
NQT,EGBN,Nottingham City Airport,"Nottingham, Nottinghamshire",GB,Europe/London,52.919998,-1.07917
MAN,EGCC,Manchester Airport,"Manchester, Greater Manchester",GB,Europe/London,53.349375,-2.279521
YEO,EGDY,RNAS Yeovilton,"Yeovil, Somerset",GB,Europe/London,51.009399,-2.63882
CAL,EGEC,Campbeltown Airport,Campbeltown,GB,Europe/London,55.437199,-5.68639
EOI,EGED,Eday Airport,Eday,GB,Europe/London,59.19060134887695,-2.7722198963165283
HAW,EGFE,Haverfordwest Airport,Haverfordwest,GB,Europe/London,51.833099365234375,-4.9611101150512695
CWL,EGFF,Cardiff International Airport,Cardiff,GB,Europe/London,51.396702,-3.34333
SWS,EGFH,Swansea Airport,Swansea,GB,Europe/London,51.601366,-4.071006
BRS,EGGD,Bristol Airport,Bristol,GB,Europe/London,51.382326,-2.716453
LPL,EGGP,Liverpool John Lennon Airport,Liverpool,GB,Europe/London,53.334863,-2.849637
LTN,EGGW,London Luton Airport,"Luton, Luton",GB,Europe/London,51.874699,-0.368333
BOH,EGHH,Bournemouth Airport,Bournemouth,GB,Europe/London,50.780483,-1.839576
SOU,EGHI,Southampton Airport,Southampton,GB,Europe/London,50.950298,-1.3568
NQY,EGHQ,Cornwall Airport Newquay,Newquay,GB,Europe/London,50.440601,-4.99541
ACI,EGJA,Alderney Airport,Saint Anne,GG,Europe/Guernsey,49.706104,-2.21472
GCI,EGJB,Guernsey Airport,Saint Peter Port,GG,Europe/Guernsey,49.435001,-2.60197
JER,EGJJ,Jersey Airport,St. Peter,JE,Europe/Jersey,49.207901,-2.19551
ESH,EGKA,Brighton City Airport,"Brighton, East Sussex",GB,Europe/London,50.835602,-0.297222
BQH,EGKB,London Biggin Hill Airport,London,GB,Europe/London,51.33079910279999,0.0324999988079
LGW,EGKK,London Gatwick Airport,London,GB,Europe/London,51.148744,-0.185739
